date,temperature,humidity,rainfall
20160223,26.01,44.39,0.0
20160224,26.5,48.36,0.0
20160225,27.69,49.93,0.0
20160226,26.53,54.62,3.65
20160227,25.57,55.52,3.65
20160228,26.67,55.37,18.25
20160229,24.56,55.9,54.75
20160301,25.7,56.0,0.0
20160302,25.17,55.72,0.0
20160303,25.94,50.26,0.0
20160304,25.23,44.4,0.0
20160305,25.88,42.16,0.0
20160306,26.25,48.12,83.95
20160307,26.18,47.19,91.25
20160308,26.88,47.6,0.0
20160309,26.31,47.01,0.0
20160310,25.94,49.09,0.0
20160311,27.95,44.62,0.0
20160312,27.9,54.17,7.3
20160313,28.54,55.83,3.65
20160314,28.38,55.8,197.10000000000002
20160315,27.84,55.93,865.0500000000001
20160316,28.2,54.04,357.7
20160317,28.64,51.95,244.55
20160318,29.18,43.93,0.0
20160319,29.37,45.24,0.0
20160320,29.4,46.67,0.0
20160321,29.79,43.37,0.0
20160322,28.88,55.35,7.3
20160323,29.21,54.54,14.6
20160324,29.67,45.18,0.0
20160325,28.26,37.07,0.0
20160326,27.66,36.15,0.0
20160327,27.54,37.99,0.0
20160328,28.54,43.62,0.0
20160329,28.82,51.08,10.95
20160330,28.85,47.65,25.55
20160331,28.26,47.7,0.0
20160401,28.72,43.38,0.0
20160402,29.43,43.78,0.0
20160403,29.79,44.75,0.0
20160404,29.44,39.88,18.25
20160405,29.2,45.41,54.75
20160406,29.32,52.49,299.29999999999995
20160407,29.7,53.95,507.34999999999997
20160408,28.55,60.76,916.15
20160409,26.35,72.04,1843.25
20160410,27.97,61.4,62.050000000000004
20160411,29.01,57.23,7.3
20160412,29.41,58.82,0.0
20160413,29.59,57.94,36.5
20160414,29.87,57.71,40.15
20160415,29.84,58.25,10.95
20160416,29.55,57.0,0.0
20160417,30.06,54.13,0.0
20160418,30.15,50.1,0.0
20160419,30.08,49.49,3.65
20160420,30.28,51.4,43.8
20160421,29.65,57.36,857.75
20160422,29.62,56.88,478.15000000000003
20160423,30.03,53.68,51.1
20160424,30.51,51.1,0.0
20160425,30.07,52.72,302.95
20160426,29.11,56.69,270.1
20160427,29.12,48.78,0.0
20160428,29.1,51.78,0.0
20160429,29.62,47.77,0.0
20160430,29.62,45.14,0.0
20160501,29.9,51.88,0.0
20160502,30.5,51.76,142.35
20160503,29.91,52.83,354.05
20160504,29.68,53.17,18.25
20160505,28.09,59.68,503.7
20160506,27.17,71.19,4540.599999999999
20160507,26.34,74.47,3361.65
20160508,25.84,77.32,2065.9
20160509,26.31,69.52,350.4
20160510,26.15,70.24,2288.5499999999997
20160511,25.31,71.42,1879.7500000000002
20160512,26.15,67.16,463.55
20160513,27.59,67.97,492.75000000000006
20160514,27.3,71.18,1784.85
20160515,27.05,66.52,682.5500000000001
20160516,26.01,69.78,835.85
20160517,25.59,68.73,3047.75
20160518,24.64,81.91,992.8000000000001
20160519,25.15,79.6,2949.2
20160520,24.6,76.86,204.4
20160521,26.24,70.45,0.0
20160522,27.11,69.01,0.0
20160523,27.51,68.39,0.0
20160524,27.67,67.26,3.65
20160525,26.45,70.83,551.15
20160526,25.17,77.6,153.29999999999998
20160527,25.61,73.42,1189.8999999999999
20160528,25.14,79.3,2230.15
20160529,24.84,76.79,1609.65
20160530,24.84,75.97,795.7
20160531,25.43,73.98,1157.05
20160601,24.78,81.55,3438.3
20160602,24.07,84.0,2346.95
20160603,24.21,83.9,1124.2
20160604,24.8,78.79,2076.8500000000004
20160605,24.99,76.19,2398.05
20160606,25.12,76.09,671.6
20160607,24.61,83.91,1116.9
20160608,23.82,83.35,2200.9500000000003
20160609,23.89,80.95,861.4
20160610,23.43,79.92,861.4
20160611,23.92,79.72,2102.4
20160612,24.19,75.16,76.64999999999999
20160613,23.61,77.08,277.4
20160614,24.23,74.9,237.25
20160615,24.27,74.22,149.64999999999998
20160616,24.68,76.44,697.15
20160617,23.47,81.25,2660.85
20160618,23.43,76.85,876.0
20160619,23.02,77.82,547.5
20160620,22.99,80.17,536.55
20160621,22.8,79.26,456.25
20160622,22.32,78.22,2533.1000000000004
20160623,21.51,79.63,1350.5
20160624,22.93,72.19,167.9
20160625,23.24,72.28,332.15000000000003
20160626,23.48,79.13,704.4499999999999
20160627,22.94,82.0,2106.0499999999997
20160628,22.9,84.19,2843.35
20160629,22.73,84.44,1737.3999999999999
20160630,23.04,80.61,722.7
20160701,23.48,77.96,229.95
20160702,23.58,75.89,91.25
20160703,23.61,76.78,343.09999999999997
20160704,23.25,78.99,1284.8
20160705,23.9,80.82,573.0500000000001
20160706,23.61,84.23,2135.25
20160707,22.91,79.5,653.35
20160708,23.43,82.12,562.1
20160709,23.41,81.84,1449.0500000000002
20160710,23.9,79.3,1135.1499999999999
20160711,23.54,79.77,792.05
20160712,23.38,79.11,397.85
20160713,23.8,77.53,219.0
20160714,24.12,77.34,616.85
20160715,24.16,79.64,1741.05
20160716,23.02,83.98,3905.4999999999995
20160717,22.8,83.62,2160.8
20160718,22.33,82.99,3212.0000000000005
20160719,22.07,82.33,368.65
20160720,23.58,77.28,186.15
20160721,22.71,79.76,689.8499999999999
20160722,22.67,79.67,697.15
20160723,23.35,79.6,510.99999999999994
20160724,23.22,80.86,1040.25
20160725,23.21,81.96,3471.15
20160726,22.56,84.38,3233.8999999999996
20160727,22.88,82.81,2894.45
20160728,23.04,83.79,5953.15
20160729,23.17,81.06,321.2
20160730,22.41,80.23,1032.95
20160731,22.91,78.88,587.6500000000001
20160801,22.78,80.69,478.15000000000003
20160802,22.74,79.99,127.74999999999999
20160803,23.21,79.27,87.6
20160804,23.13,79.14,65.7
20160805,22.61,80.92,565.75
20160806,23.04,80.11,262.8
20160807,23.42,78.6,138.7
20160808,23.05,79.73,94.9
20160809,23.82,77.34,229.95
20160810,23.69,77.54,219.0
20160811,23.96,76.56,36.5
20160812,23.85,78.24,554.8
20160813,24.05,77.66,149.64999999999998
20160814,23.56,78.28,638.75
20160815,23.6,77.25,949.0
20160816,23.51,78.11,547.5
20160817,23.33,79.66,664.3000000000001
20160818,23.85,77.9,262.8
20160819,24.37,75.02,229.95
20160820,24.61,74.44,102.2
20160821,24.92,72.32,65.7
20160822,24.92,73.13,116.8
20160823,23.91,78.25,708.1
20160824,23.8,79.44,693.5
20160825,23.52,81.54,675.25
20160826,23.68,80.33,3182.8
20160827,23.19,81.78,1949.1
20160828,23.76,76.51,339.45000000000005
20160829,23.49,75.44,200.75000000000003
20160830,22.75,81.84,2033.0500000000002
20160831,21.83,79.42,1467.3
20160901,21.29,78.86,445.3
20160902,21.68,77.97,346.75
20160903,22.42,79.51,146.0
20160904,23.04,77.71,98.55000000000001
20160905,23.23,74.83,18.25
20160906,23.02,76.51,156.95
20160907,22.52,75.91,21.9
20160908,23.5,73.89,3.65
20160909,24.29,69.46,76.64999999999999
20160910,23.77,75.34,175.2
20160911,23.61,72.59,21.9
20160912,23.09,72.95,7.3
20160913,24.03,73.69,138.7
20160914,24.54,74.86,657.0
20160915,23.76,75.5,474.5
20160916,23.84,77.92,489.1
20160917,23.57,74.38,58.4
20160918,23.62,74.83,51.1
20160919,24.31,71.79,153.29999999999998
20160920,24.13,70.84,47.45
20160921,24.21,72.57,405.15000000000003
20160922,23.84,70.59,47.45
20160923,23.94,73.43,186.15
20160924,23.54,74.89,379.6
20160925,23.9,74.24,167.9
20160926,24.18,72.72,149.64999999999998
20160927,23.73,79.75,244.55
20160928,24.23,78.18,514.65
20160929,23.67,80.54,901.5500000000001
20160930,24.47,71.95,69.35
20161001,23.08,73.47,0.0
20161002,24.67,69.15,0.0
20161003,25.0,70.0,7.3
20161004,25.53,65.67,10.95
20161005,24.95,67.77,7.3
20161006,25.05,63.14,14.6
20161007,23.38,64.49,3.65
20161008,24.21,71.22,36.5
20161009,24.58,67.76,3.65
20161010,24.17,64.3,0.0
20161011,23.97,71.72,1303.05
20161012,22.95,82.59,1894.3500000000001
20161013,23.31,83.82,5197.6
20161014,24.09,76.34,507.34999999999997
20161015,23.92,76.08,69.35
20161016,24.26,74.54,3.65
20161017,24.31,74.1,0.0
20161018,25.09,62.73,0.0
20161019,24.71,64.52,18.25
20161020,25.07,67.53,105.85
20161021,23.73,67.57,87.6
20161022,24.58,66.3,43.8
20161023,24.55,65.97,83.95
20161024,24.14,68.87,36.5
20161025,24.63,68.57,14.6
20161026,25.01,66.48,51.1
20161027,25.31,64.98,40.15
20161028,25.84,60.25,0.0
20161029,25.84,65.83,7.3
20161030,25.3,66.77,1700.9
20161031,23.07,76.14,2989.35
20161101,24.47,65.51,164.25
20161102,24.39,70.92,762.8499999999999
20161103,24.28,74.84,1474.6
20161104,24.57,75.09,861.4
20161105,25.0,68.99,87.6
20161106,24.08,60.13,0.0
20161107,23.78,59.56,0.0
20161108,23.5,66.29,215.35
20161109,23.27,64.09,127.74999999999999
20161110,22.77,53.34,0.0
20161111,22.99,63.1,0.0
20161112,23.95,63.2,0.0
20161113,24.28,68.63,1602.35
20161114,24.16,77.13,3693.7999999999997
20161115,22.75,75.81,3168.2
20161116,23.77,68.86,87.6
20161117,23.8,67.65,32.85
20161118,23.0,62.54,0.0
20161119,22.89,59.41,0.0
20161120,23.05,57.62,0.0
20161121,23.09,57.18,0.0
20161122,22.78,58.99,0.0
20161123,22.32,52.85,7.3
20161124,21.77,52.63,3.65
20161125,22.16,46.46,0.0
20161126,22.78,48.77,0.0
20161127,23.24,43.62,0.0
20161128,23.62,38.85,0.0
20161129,23.47,44.37,0.0
20161130,22.03,46.9,0.0
20161201,22.83,48.68,255.49999999999997
20161202,22.0,79.47,4423.799999999999
20161203,22.26,87.42,4635.5
20161204,22.67,74.0,492.75000000000006
20161205,23.23,73.05,47.45
20161206,22.68,66.01,47.45
20161207,21.8,56.04,0.0
20161208,23.49,68.52,0.0
20161209,24.18,65.76,0.0
20161210,22.26,46.78,0.0
20161211,20.58,41.45,0.0
20161212,22.08,57.18,2069.55
20161213,20.66,84.03,5945.849999999999
20161214,21.9,83.95,4040.55
20161215,21.69,76.93,609.55
20161216,21.95,72.4,3.65
20161217,22.82,69.42,0.0
20161218,22.4,65.63,0.0
20161219,22.12,60.0,0.0
20161220,22.57,64.31,25.55
20161221,22.69,68.93,7.3
20161222,22.95,59.61,0.0
20161223,22.83,41.04,0.0
20161224,21.15,47.18,0.0
20161225,20.85,56.69,0.0
20161226,22.09,47.29,0.0
20161227,22.18,53.07,0.0
20161228,22.27,65.58,32.85
20161229,21.39,63.96,29.2
20161230,20.53,59.75,0.0
20161231,19.88,60.48,0.0
20170101,20.22,56.13,0.0
20170102,21.44,62.88,0.0
20170103,21.64,48.31,0.0
20170104,21.51,46.09,0.0
20170105,21.4,55.25,0.0
20170106,21.23,54.84,0.0
20170107,21.65,58.53,0.0
20170108,21.0,56.91,0.0
20170109,20.73,55.57,0.0
20170110,21.51,53.99,0.0
20170111,21.79,59.0,0.0
20170112,22.03,57.7,0.0
20170113,22.37,59.15,0.0
20170114,21.95,60.43,0.0
20170115,21.28,55.94,0.0
20170116,22.05,56.09,0.0
20170117,20.93,47.85,0.0
20170118,20.55,52.04,0.0
20170119,20.28,59.44,0.0
20170120,21.89,56.01,10.95
20170121,22.34,75.26,1584.1
20170122,22.67,63.75,58.4
20170123,21.66,52.69,0.0
20170124,22.34,53.59,0.0
20170125,22.06,58.0,3.65
20170126,22.19,70.15,839.4999999999999
20170127,22.46,81.27,2792.25
20170128,22.46,79.96,1777.55
20170129,23.3,68.63,525.6
20170130,23.19,66.11,73.0
20170131,22.75,61.54,0.0
20170201,21.18,52.43,0.0
20170202,20.52,52.16,0.0
20170203,21.17,53.55,0.0
20170204,21.27,53.94,0.0
20170205,21.46,53.61,0.0
20170206,22.32,51.01,0.0
20170207,22.83,46.24,0.0
20170208,22.62,38.16,0.0
20170209,22.69,40.89,0.0
20170210,22.28,46.84,0.0
20170211,22.26,45.47,0.0
20170212,21.71,50.85,0.0
20170213,21.86,56.15,0.0
20170214,22.94,65.16,10.95
20170215,23.45,54.26,0.0
20170216,22.1,48.48,0.0
20170217,21.39,45.19,0.0
20170218,21.64,44.13,0.0
20170219,23.08,40.47,0.0
20170220,24.54,53.77,0.0
20170221,26.12,55.53,0.0
20170222,26.65,45.94,0.0
20170223,25.42,39.59,0.0
20170224,25.37,34.71,0.0
20170225,24.83,35.27,0.0
20170226,24.98,37.3,0.0
20170227,24.26,42.17,0.0
20170228,24.69,36.93,0.0
20170301,23.94,36.05,0.0
20170302,23.75,35.38,0.0
20170303,24.87,48.67,109.5
20170304,25.35,68.35,613.1999999999999
20170305,25.29,70.62,434.34999999999997
20170306,24.12,78.83,591.3000000000001
20170307,25.01,73.75,792.05
20170308,25.67,68.25,569.4
20170309,25.16,69.58,919.8
20170310,24.77,69.12,2193.65
20170311,25.55,59.07,91.25
20170312,25.83,56.29,25.55
20170313,26.08,59.84,1171.65
20170314,24.34,79.68,6902.15
20170315,23.89,78.41,4989.55
20170316,23.36,75.36,1335.9
20170317,25.07,64.99,91.25
20170318,25.87,66.96,51.1
20170319,26.27,63.28,32.85
20170320,25.96,65.15,773.8000000000001
20170321,25.78,68.81,1324.95
20170322,25.66,63.91,0.0
20170323,25.59,58.42,0.0
20170324,24.99,51.29,0.0
20170325,24.93,46.86,0.0
20170326,25.69,44.92,0.0
20170327,24.63,45.99,0.0
20170328,25.36,46.43,0.0
20170329,26.33,48.53,0.0
20170330,26.53,45.04,0.0
20170331,26.34,53.49,0.0
20170401,26.99,52.5,0.0
20170402,27.62,51.67,0.0
20170403,28.17,51.94,0.0
20170404,28.22,54.99,120.45
20170405,28.34,59.28,671.6
20170406,27.72,63.16,1244.65
20170407,28.08,62.09,1000.1
20170408,28.79,52.61,3.65
20170409,28.57,52.53,10.95
20170410,28.39,57.35,73.0
20170411,28.03,60.58,175.2
20170412,28.62,56.24,259.15
20170413,29.02,52.02,284.7
